Fecha,Tienda,SKU,Producto,Categoría,Precio (€),Coste_unitario (€),Margen_unitario (€),Unidades_vendidas,Tipo_cliente,Canal_venta,Método_pago,Campaña,Temporada,Stock_inicial,Stock_final,Reposición_necesaria,Región
2024-02-07,GoldenGoose.com,GG-BO775,Star Bag,Bolsos,597.84,333.46,264.38,1,VIP,Online,Tarjeta,Colección Primavera,Invierno,30,29,False,Global
2024-09-27,Milán Centro,GG-BO181,Tote GG,Bolsos,834.72,492.03,342.69,0,Regular,Físico,Online,Colaboración GGxArt,Invierno,12,12,False,Europa
2024-05-16,Tokio Ginza,GG-SN341,Super-Star,Sneakers,1794.85,977.9,816.95,3,VIP,Físico,Online,Colaboración GGxArt,Verano,20,17,False,Asia
2024-09-30,NY Soho,GG-AC184,Gorra Logo,Accesorios,718.45,397.72,320.73,1,Regular,Físico,Online,Colaboración GGxArt,Verano,19,18,False,EE.UU.
2024-08-10,Madrid Serrano,GG-SN955,Super-Star,Sneakers,647.57,381.53,266.04,4,Turista,Físico,Tarjeta,,Invierno,22,18,False,Europa
2024-06-15,París Marais,GG-SN704,Super-Star,Sneakers,937.07,512.55,424.52,1,VIP,Físico,Tarjeta,Navidad Exclusiva,Verano,13,12,False,Europa
2024-05-10,Milán Centro,GG-AC216,Gorra Logo,Accesorios,941.51,487.91,453.6,2,VIP,Físico,Tarjeta,Colección Primavera,Verano,17,15,False,Europa
2024-06-12,París Marais,GG-SN314,Stardan,Sneakers,1588.89,662.76,926.13,0,VIP,Físico,Online,Colección Primavera,Otoño,6,6,True,Europa
2024-08-15,Madrid Serrano,GG-SN961,Super-Star,Sneakers,1543.35,866.46,676.89,2,Regular,Físico,Online,Navidad Exclusiva,Invierno,12,10,False,Europa
2024-02-06,NY Soho,GG-SN488,Stardan,Sneakers,1667.29,714.32,952.97,0,Regular,Físico,Online,Colección Primavera,Primavera,28,28,False,EE.UU.
2024-06-28,París Marais,GG-BO100,Star Bag,Bolsos,525.01,218.54,306.47,2,Regular,Físico,Tarjeta,Colección Primavera,Verano,29,27,False,Europa
2024-08-22,Milán Centro,GG-SN281,Ball Star,Sneakers,1885.5,985.44,900.06,4,Turista,Físico,Online,Colaboración GGxArt,Otoño,33,29,False,Europa
2024-12-23,Madrid Serrano,GG-BO618,Star Bag,Bolsos,1589.66,878.19,711.47,2,Regular,Físico,Tarjeta,,Verano,30,28,False,Europa
2024-06-05,Madrid Serrano,GG-AC743,Gorra Logo,Accesorios,1514.07,616.44,897.63,1,Turista,Físico,Tarjeta,Colección Primavera,Verano,13,12,False,Europa
2024-11-28,Tokio Ginza,GG-BO168,Mini Clutch,Bolsos,1005.69,441.86,563.83,2,Turista,Físico,Tarjeta,Colección Primavera,Verano,25,23,False,Asia
2024-10-22,Madrid Serrano,GG-SN828,Ball Star,Sneakers,1639.54,761.0,878.54,2,Turista,Físico,Online,Colaboración GGxArt,Verano,12,10,False,Europa
2024-11-18,Milán Centro,GG-SN544,Stardan,Sneakers,1466.08,688.58,777.5,0,Regular,Físico,Tarjeta,Colección Primavera,Otoño,21,21,False,Europa
2024-02-01,Milán Centro,GG-AC768,Cinturón Star,Accesorios,692.58,366.19,326.39,4,VIP,Físico,Online,Edición Limitada,Verano,26,22,False,Europa
2024-06-30,NY Soho,GG-AC795,Gorra Logo,Accesorios,1132.59,616.47,516.12,3,Regular,Físico,Online,,Primavera,26,23,False,EE.UU.
2024-02-21,Tokio Ginza,GG-CH337,Denim Glow,Chaquetas,1035.74,662.37,373.37,4,Regular,Físico,Tarjeta,Colección Primavera,Otoño,21,17,False,Asia
2024-09-04,NY Soho,GG-BO993,Tote GG,Bolsos,1705.67,871.76,833.91,3,VIP,Físico,Online,Edición Limitada,Primavera,16,13,False,EE.UU.
2024-07-14,NY Soho,GG-BO974,Star Bag,Bolsos,1862.3,777.99,1084.31,2,Regular,Físico,Online,Colaboración GGxArt,Invierno,32,30,False,EE.UU.
2024-07-19,Madrid Serrano,GG-SN472,Stardan,Sneakers,542.36,313.49,228.87,1,Regular,Físico,Online,,Primavera,13,12,False,Europa
2024-07-11,GoldenGoose.com,GG-SN774,Running Sole,Sneakers,640.08,351.76,288.32,3,Turista,Online,Online,Edición Limitada,Otoño,21,18,False,Global
2024-11-19,Tokio Ginza,GG-CH390,Denim Glow,Chaquetas,1376.06,595.23,780.83,1,Regular,Físico,Online,Colección Primavera,Invierno,13,12,False,Asia
2024-06-10,Madrid Serrano,GG-AC803,Cinturón Star,Accesorios,489.28,199.05,290.23,0,Regular,Físico,Tarjeta,Colección Primavera,Invierno,21,21,False,Europa
2024-04-29,GoldenGoose.com,GG-CH470,Denim Glow,Chaquetas,773.46,351.72,421.74,2,VIP,Online,Online,,Primavera,31,29,False,Global
2024-08-09,GoldenGoose.com,GG-AC892,Gorra Logo,Accesorios,756.67,448.95,307.72,2,VIP,Online,Online,Colaboración GGxArt,Otoño,24,22,False,Global
2024-04-06,Tokio Ginza,GG-SN362,Super-Star,Sneakers,1601.37,705.53,895.84,3,Regular,Físico,Tarjeta,,Otoño,32,29,False,Asia
2024-03-25,GoldenGoose.com,GG-AC870,Bufanda Lux,Accesorios,712.46,309.17,403.29,1,Turista,Online,Online,Navidad Exclusiva,Primavera,28,27,False,Global
2024-12-12,París Marais,GG-AC537,Cinturón Star,Accesorios,501.67,281.06,220.61,2,Regular,Físico,Tarjeta,Navidad Exclusiva,Invierno,17,15,False,Europa
2024-12-31,Tokio Ginza,GG-AC102,Bufanda Lux,Accesorios,1486.21,831.01,655.2,3,Regular,Físico,Online,Edición Limitada,Primavera,14,11,False,Asia
2024-02-18,Madrid Serrano,GG-BO422,Star Bag,Bolsos,1924.2,1097.7,826.5,4,VIP,Físico,Tarjeta,Navidad Exclusiva,Verano,19,15,False,Europa
2024-07-07,Madrid Serrano,GG-AC918,Cinturón Star,Accesorios,734.09,417.54,316.55,1,VIP,Físico,Tarjeta,Colección Primavera,Invierno,20,19,False,Europa
2024-05-07,GoldenGoose.com,GG-CH925,Denim Glow,Chaquetas,850.28,516.98,333.3,1,Regular,Online,Online,,Verano,23,22,False,Global
2024-02-09,Milán Centro,GG-AC517,Cinturón Star,Accesorios,1870.08,1120.62,749.46,3,Regular,Físico,Online,Colección Primavera,Verano,18,15,False,Europa
2024-06-09,París Marais,GG-CH581,Denim Glow,Chaquetas,1946.38,851.04,1095.34,1,Regular,Físico,Online,Navidad Exclusiva,Primavera,24,23,False,Europa
2024-07-21,Madrid Serrano,GG-BO255,Tote GG,Bolsos,772.41,312.53,459.88,0,Regular,Físico,Tarjeta,Navidad Exclusiva,Otoño,20,20,False,Europa
2024-02-16,Milán Centro,GG-AC358,Bufanda Lux,Accesorios,1041.91,653.36,388.55,0,Turista,Físico,Online,Colaboración GGxArt,Otoño,18,18,False,Europa
2024-06-30,Tokio Ginza,GG-AC533,Bufanda Lux,Accesorios,1424.62,697.81,726.81,0,Regular,Físico,Online,Navidad Exclusiva,Invierno,29,29,False,Asia
2024-08-03,NY Soho,GG-SN346,Ball Star,Sneakers,1302.76,727.84,574.92,2,Turista,Físico,Tarjeta,Navidad Exclusiva,Primavera,20,18,False,EE.UU.
2024-03-20,NY Soho,GG-AC519,Gorra Logo,Accesorios,1695.65,1028.78,666.87,2,Regular,Físico,Online,Edición Limitada,Invierno,23,21,False,EE.UU.
2024-08-22,Milán Centro,GG-AC140,Gorra Logo,Accesorios,1700.54,905.2,795.34,0,Turista,Físico,Online,,Otoño,6,6,True,Europa
2024-01-21,París Marais,GG-BO287,Mini Clutch,Bolsos,468.83,272.02,196.81,0,Regular,Físico,Online,,Otoño,25,25,False,Europa
2024-06-17,París Marais,GG-BO453,Tote GG,Bolsos,1520.71,743.2,777.51,0,Turista,Físico,Online,,Otoño,8,8,True,Europa
2024-05-17,Milán Centro,GG-CH178,Denim Glow,Chaquetas,1519.78,839.47,680.31,1,Regular,Físico,Tarjeta,,Invierno,19,18,False,Europa
2024-06-21,París Marais,GG-BO531,Tote GG,Bolsos,949.61,412.94,536.67,1,VIP,Físico,Online,Navidad Exclusiva,Invierno,8,7,True,Europa
2024-03-09,GoldenGoose.com,GG-AC876,Gorra Logo,Accesorios,1985.0,847.17,1137.83,2,Regular,Online,Tarjeta,Colaboración GGxArt,Verano,13,11,False,Global
2024-11-17,París Marais,GG-BO272,Mini Clutch,Bolsos,1521.84,760.23,761.61,3,VIP,Físico,Tarjeta,Colección Primavera,Otoño,24,21,False,Europa
2024-05-30,GoldenGoose.com,GG-BO616,Star Bag,Bolsos,1773.05,1116.15,656.9,1,Regular,Online,Tarjeta,Colección Primavera,Primavera,24,23,False,Global
2024-09-13,París Marais,GG-BO705,Tote GG,Bolsos,1388.92,674.5,714.42,3,Regular,Físico,Online,Colección Primavera,Otoño,18,15,False,Europa
2024-02-13,Tokio Ginza,GG-AC878,Gorra Logo,Accesorios,1567.47,895.44,672.03,0,Regular,Físico,Tarjeta,Navidad Exclusiva,Primavera,29,29,False,Asia
2024-03-16,París Marais,GG-AC599,Gorra Logo,Accesorios,911.26,510.25,401.01,0,Regular,Físico,Tarjeta,Colección Primavera,Otoño,11,11,False,Europa
2024-01-15,París Marais,GG-AC349,Cinturón Star,Accesorios,777.98,409.45,368.53,2,VIP,Físico,Online,Edición Limitada,Verano,32,30,False,Europa
2024-11-30,GoldenGoose.com,GG-CH381,Bomber Star,Chaquetas,1427.73,749.42,678.31,0,Turista,Online,Online,Navidad Exclusiva,Otoño,12,12,False,Global
2024-08-25,GoldenGoose.com,GG-SN323,Stardan,Sneakers,1618.1,862.69,755.41,2,Regular,Online,Online,Colección Primavera,Invierno,12,10,False,Global
2024-07-02,Milán Centro,GG-AC665,Bufanda Lux,Accesorios,1596.97,982.04,614.93,3,Regular,Físico,Tarjeta,Colección Primavera,Otoño,21,18,False,Europa
2024-08-07,Madrid Serrano,GG-AC784,Cinturón Star,Accesorios,639.77,288.46,351.31,1,Regular,Físico,Online,Colaboración GGxArt,Primavera,19,18,False,Europa
2024-07-09,Milán Centro,GG-AC398,Cinturón Star,Accesorios,451.79,183.15,268.64,1,Regular,Físico,Online,,Otoño,10,9,True,Europa
2024-07-04,Madrid Serrano,GG-SN778,Super-Star,Sneakers,1075.66,575.81,499.85,1,VIP,Físico,Online,Edición Limitada,Verano,13,12,False,Europa
2024-07-05,Tokio Ginza,GG-AC365,Gorra Logo,Accesorios,926.27,377.3,548.97,2,Turista,Físico,Online,Navidad Exclusiva,Primavera,24,22,False,Asia
2024-05-15,París Marais,GG-BO135,Mini Clutch,Bolsos,1088.63,649.16,439.47,3,Turista,Físico,Tarjeta,Edición Limitada,Invierno,22,19,False,Europa
2024-10-21,GoldenGoose.com,GG-SN372,Super-Star,Sneakers,960.13,441.05,519.08,0,VIP,Online,Online,Navidad Exclusiva,Invierno,13,13,False,Global
2024-04-12,París Marais,GG-SN950,Super-Star,Sneakers,1067.23,647.92,419.31,0,Regular,Físico,Online,,Otoño,27,27,False,Europa
2024-11-25,GoldenGoose.com,GG-SN274,Running Sole,Sneakers,994.27,523.21,471.06,2,VIP,Online,Online,Navidad Exclusiva,Invierno,25,23,False,Global
2024-09-29,Tokio Ginza,GG-SN758,Running Sole,Sneakers,887.52,513.09,374.43,1,Turista,Físico,Tarjeta,Colaboración GGxArt,Otoño,10,9,True,Asia
2024-06-26,Milán Centro,GG-BO494,Tote GG,Bolsos,1379.79,859.4,520.39,2,Regular,Físico,Tarjeta,Navidad Exclusiva,Invierno,10,8,True,Europa
2024-12-07,GoldenGoose.com,GG-SN987,Stardan,Sneakers,1699.93,1036.92,663.01,3,Turista,Online,Online,,Invierno,26,23,False,Global
2024-05-14,París Marais,GG-SN401,Stardan,Sneakers,1724.3,796.32,927.98,0,VIP,Físico,Tarjeta,,Otoño,14,14,False,Europa
2024-05-12,Tokio Ginza,GG-AC297,Cinturón Star,Accesorios,1389.47,829.02,560.45,2,Regular,Físico,Online,Colaboración GGxArt,Primavera,29,27,False,Asia
2024-07-25,Tokio Ginza,GG-AC619,Gorra Logo,Accesorios,1915.48,772.2,1143.28,3,VIP,Físico,Online,Edición Limitada,Invierno,17,14,False,Asia
2024-08-26,Madrid Serrano,GG-BO664,Mini Clutch,Bolsos,1685.2,970.39,714.81,1,Regular,Físico,Tarjeta,,Verano,11,10,False,Europa
2024-12-12,Madrid Serrano,GG-AC938,Gorra Logo,Accesorios,1490.47,932.0,558.47,1,Regular,Físico,Online,Colaboración GGxArt,Verano,19,18,False,Europa
2024-08-11,GoldenGoose.com,GG-CH869,Denim Glow,Chaquetas,1070.97,677.6,393.37,0,VIP,Online,Online,Navidad Exclusiva,Verano,18,18,False,Global
2024-04-05,Tokio Ginza,GG-BO203,Tote GG,Bolsos,1060.26,442.81,617.45,2,Regular,Físico,Online,Navidad Exclusiva,Invierno,13,11,False,Asia
2024-05-15,GoldenGoose.com,GG-CH824,Bomber Star,Chaquetas,812.2,361.32,450.88,0,Regular,Online,Online,Colaboración GGxArt,Primavera,17,17,False,Global
2024-06-22,NY Soho,GG-SN123,Ball Star,Sneakers,1619.96,740.36,879.6,3,Regular,Físico,Online,Edición Limitada,Otoño,28,25,False,EE.UU.
2024-01-14,NY Soho,GG-CH498,Denim Glow,Chaquetas,800.04,421.02,379.02,1,Regular,Físico,Tarjeta,,Invierno,21,20,False,EE.UU.
2024-01-03,Milán Centro,GG-AC354,Cinturón Star,Accesorios,865.04,536.33,328.71,2,Regular,Físico,Online,Edición Limitada,Primavera,15,13,False,Europa
2024-07-13,Madrid Serrano,GG-AC622,Bufanda Lux,Accesorios,817.95,338.71,479.24,2,VIP,Físico,Online,Colección Primavera,Otoño,18,16,False,Europa
2024-10-23,Milán Centro,GG-AC357,Gorra Logo,Accesorios,985.03,606.33,378.7,1,Regular,Físico,Tarjeta,,Verano,9,8,True,Europa
2024-06-07,Milán Centro,GG-CH901,Bomber Star,Chaquetas,933.98,475.84,458.14,0,Turista,Físico,Tarjeta,Navidad Exclusiva,Verano,20,20,False,Europa
2024-11-18,GoldenGoose.com,GG-BO632,Star Bag,Bolsos,1295.97,533.01,762.96,0,Regular,Online,Online,,Primavera,9,9,True,Global
2024-12-13,GoldenGoose.com,GG-BO613,Tote GG,Bolsos,1069.53,579.23,490.3,0,Regular,Online,Online,Navidad Exclusiva,Otoño,7,7,True,Global
2024-03-12,NY Soho,GG-SN661,Super-Star,Sneakers,1477.79,793.89,683.9,1,Regular,Físico,Tarjeta,Colección Primavera,Otoño,23,22,False,EE.UU.
2024-02-05,NY Soho,GG-CH197,Bomber Star,Chaquetas,941.92,428.24,513.68,0,VIP,Físico,Online,Colaboración GGxArt,Verano,19,19,False,EE.UU.
2024-03-25,NY Soho,GG-CH945,Leather Biker,Chaquetas,879.58,415.2,464.38,2,VIP,Físico,Online,,Invierno,24,22,False,EE.UU.
2024-09-14,Madrid Serrano,GG-BO971,Mini Clutch,Bolsos,1007.19,591.94,415.25,5,Regular,Físico,Tarjeta,,Otoño,22,17,False,Europa
2024-04-06,Milán Centro,GG-BO829,Tote GG,Bolsos,461.63,227.44,234.19,5,VIP,Físico,Tarjeta,Edición Limitada,Primavera,12,7,True,Europa
2024-07-11,NY Soho,GG-AC923,Bufanda Lux,Accesorios,837.1,511.25,325.85,0,VIP,Físico,Tarjeta,Colección Primavera,Invierno,21,21,False,EE.UU.
2024-04-01,Madrid Serrano,GG-SN930,Ball Star,Sneakers,1674.59,864.55,810.04,1,VIP,Físico,Online,Colección Primavera,Invierno,11,10,False,Europa
2024-01-30,París Marais,GG-AC106,Gorra Logo,Accesorios,1589.54,715.1,874.44,3,Turista,Físico,Online,Navidad Exclusiva,Primavera,25,22,False,Europa
2024-06-02,Milán Centro,GG-BO913,Star Bag,Bolsos,603.01,260.33,342.68,1,Regular,Físico,Tarjeta,Edición Limitada,Otoño,20,19,False,Europa
2024-08-22,Milán Centro,GG-CH710,Leather Biker,Chaquetas,650.85,388.68,262.17,6,Regular,Físico,Online,Edición Limitada,Otoño,11,5,True,Europa
2024-12-17,Tokio Ginza,GG-CH980,Denim Glow,Chaquetas,1000.02,412.13,587.89,3,VIP,Físico,Online,Navidad Exclusiva,Primavera,25,22,False,Asia
2024-10-02,Madrid Serrano,GG-CH328,Bomber Star,Chaquetas,1739.16,826.16,913.0,2,Turista,Físico,Tarjeta,Colaboración GGxArt,Primavera,8,6,True,Europa
2024-09-18,Madrid Serrano,GG-BO540,Mini Clutch,Bolsos,880.85,397.72,483.13,1,Regular,Físico,Tarjeta,Navidad Exclusiva,Verano,8,7,True,Europa
2024-02-10,Tokio Ginza,GG-BO921,Star Bag,Bolsos,1041.83,633.24,408.59,1,VIP,Físico,Tarjeta,Colección Primavera,Verano,10,9,True,Asia
2024-09-13,París Marais,GG-CH659,Denim Glow,Chaquetas,1421.27,849.38,571.89,4,Regular,Físico,Online,Navidad Exclusiva,Otoño,25,21,False,Europa
2024-04-29,París Marais,GG-AC680,Bufanda Lux,Accesorios,1305.83,671.74,634.09,2,VIP,Físico,Online,Colaboración GGxArt,Otoño,19,17,False,Europa
2024-01-16,GoldenGoose.com,GG-BO198,Tote GG,Bolsos,1680.59,686.36,994.23,1,VIP,Online,Tarjeta,Colaboración GGxArt,Invierno,27,26,False,Global
2024-03-25,Tokio Ginza,GG-AC154,Gorra Logo,Accesorios,770.54,466.73,303.81,2,Regular,Físico,Tarjeta,,Verano,14,12,False,Asia
2024-04-16,NY Soho,GG-AC767,Cinturón Star,Accesorios,1919.39,1053.31,866.08,2,VIP,Físico,Tarjeta,Colección Primavera,Invierno,8,6,True,EE.UU.
2024-12-23,NY Soho,GG-SN722,Ball Star,Sneakers,1540.8,784.16,756.64,1,Regular,Físico,Online,Colección Primavera,Invierno,16,15,False,EE.UU.
2024-06-22,GoldenGoose.com,GG-CH623,Bomber Star,Chaquetas,1213.3,702.63,510.67,1,Regular,Online,Online,Colección Primavera,Otoño,10,9,True,Global
2024-01-26,Tokio Ginza,GG-CH245,Bomber Star,Chaquetas,1092.72,575.34,517.38,1,Regular,Físico,Tarjeta,Edición Limitada,Verano,14,13,False,Asia
2024-12-20,París Marais,GG-SN255,Ball Star,Sneakers,1826.57,750.42,1076.15,2,VIP,Físico,Online,,Otoño,27,25,False,Europa
2024-08-01,NY Soho,GG-SN613,Ball Star,Sneakers,973.88,552.39,421.49,0,Regular,Físico,Tarjeta,Colaboración GGxArt,Invierno,13,13,False,EE.UU.
2024-09-24,Tokio Ginza,GG-CH955,Denim Glow,Chaquetas,1969.16,1095.05,874.11,4,Regular,Físico,Tarjeta,Colaboración GGxArt,Invierno,16,12,False,Asia
2024-03-22,Tokio Ginza,GG-SN460,Stardan,Sneakers,1087.99,672.68,415.31,1,Regular,Físico,Tarjeta,Edición Limitada,Primavera,31,30,False,Asia
2024-08-31,París Marais,GG-BO725,Star Bag,Bolsos,554.23,319.84,234.39,3,Turista,Físico,Online,Navidad Exclusiva,Verano,11,8,True,Europa
2024-08-28,Tokio Ginza,GG-AC942,Gorra Logo,Accesorios,753.09,350.69,402.4,3,Regular,Físico,Tarjeta,Navidad Exclusiva,Verano,18,15,False,Asia
2024-01-06,Milán Centro,GG-CH672,Denim Glow,Chaquetas,1328.47,531.5,796.97,6,Regular,Físico,Tarjeta,Edición Limitada,Otoño,14,8,True,Europa
2024-02-11,GoldenGoose.com,GG-SN509,Ball Star,Sneakers,1706.6,1077.17,629.43,1,Regular,Online,Online,Colaboración GGxArt,Verano,25,24,False,Global
2024-04-17,Milán Centro,GG-AC687,Gorra Logo,Accesorios,1675.04,1015.16,659.88,2,Regular,Físico,Tarjeta,,Primavera,13,11,False,Europa
2024-03-13,Madrid Serrano,GG-CH184,Denim Glow,Chaquetas,1802.21,1080.11,722.1,0,VIP,Físico,Online,Colaboración GGxArt,Primavera,29,29,False,Europa
2024-06-19,Madrid Serrano,GG-SN487,Stardan,Sneakers,758.81,472.48,286.33,1,Regular,Físico,Tarjeta,Colección Primavera,Otoño,13,12,False,Europa
2024-08-09,NY Soho,GG-AC974,Cinturón Star,Accesorios,1121.42,588.11,533.31,1,Regular,Físico,Tarjeta,Colección Primavera,Verano,30,29,False,EE.UU.
2024-12-30,Milán Centro,GG-SN358,Running Sole,Sneakers,1169.65,626.83,542.82,2,Regular,Físico,Tarjeta,Colaboración GGxArt,Invierno,31,29,False,Europa
2024-06-17,Milán Centro,GG-CH477,Leather Biker,Chaquetas,1646.99,812.79,834.2,1,VIP,Físico,Online,Colaboración GGxArt,Verano,30,29,False,Europa
2024-12-16,GoldenGoose.com,GG-CH626,Leather Biker,Chaquetas,1984.57,1286.11,698.46,1,Regular,Online,Tarjeta,Colección Primavera,Primavera,23,22,False,Global
2024-02-25,Madrid Serrano,GG-SN573,Running Sole,Sneakers,733.03,403.76,329.27,1,Regular,Físico,Tarjeta,Colección Primavera,Invierno,27,26,False,Europa
2024-08-13,GoldenGoose.com,GG-BO719,Star Bag,Bolsos,571.63,293.94,277.69,3,Regular,Online,Online,Navidad Exclusiva,Primavera,17,14,False,Global
2024-07-07,Madrid Serrano,GG-SN493,Ball Star,Sneakers,1109.48,567.2,542.28,4,Turista,Físico,Online,,Verano,28,24,False,Europa
2024-07-08,Milán Centro,GG-SN522,Super-Star,Sneakers,904.82,413.12,491.7,1,VIP,Físico,Online,Colección Primavera,Verano,20,19,False,Europa
2024-10-03,Milán Centro,GG-AC558,Bufanda Lux,Accesorios,761.65,485.25,276.4,1,Regular,Físico,Online,Colección Primavera,Otoño,29,28,False,Europa
2024-10-15,Tokio Ginza,GG-SN186,Super-Star,Sneakers,1112.65,513.46,599.19,2,VIP,Físico,Tarjeta,Navidad Exclusiva,Verano,28,26,False,Asia
2024-08-24,NY Soho,GG-SN326,Ball Star,Sneakers,1341.48,806.88,534.6,1,Regular,Físico,Online,Colaboración GGxArt,Otoño,11,10,False,EE.UU.
2024-09-02,NY Soho,GG-SN733,Running Sole,Sneakers,457.97,258.87,199.1,0,Regular,Físico,Tarjeta,Colección Primavera,Invierno,22,22,False,EE.UU.
2024-12-10,Madrid Serrano,GG-BO333,Star Bag,Bolsos,1693.46,689.11,1004.35,1,Regular,Físico,Tarjeta,Navidad Exclusiva,Primavera,12,11,False,Europa
2024-11-12,NY Soho,GG-BO593,Tote GG,Bolsos,668.19,322.61,345.58,1,VIP,Físico,Online,Colaboración GGxArt,Invierno,13,12,False,EE.UU.
2024-11-25,Milán Centro,GG-AC336,Cinturón Star,Accesorios,1019.33,491.82,527.51,3,Regular,Físico,Tarjeta,Colaboración GGxArt,Invierno,12,9,True,Europa
2024-12-03,Milán Centro,GG-SN352,Running Sole,Sneakers,1190.69,599.18,591.51,0,Regular,Físico,Tarjeta,Edición Limitada,Verano,5,5,True,Europa
2024-11-12,París Marais,GG-AC223,Bufanda Lux,Accesorios,1115.1,665.4,449.7,1,VIP,Físico,Tarjeta,Edición Limitada,Otoño,15,14,False,Europa
2024-08-22,Tokio Ginza,GG-CH584,Leather Biker,Chaquetas,1496.05,699.6,796.45,0,VIP,Físico,Online,Edición Limitada,Verano,6,6,True,Asia
2024-06-22,Milán Centro,GG-SN578,Ball Star,Sneakers,505.64,269.72,235.92,0,Turista,Físico,Tarjeta,Colección Primavera,Primavera,9,9,True,Europa
2024-08-05,Madrid Serrano,GG-SN544,Running Sole,Sneakers,1904.36,1184.78,719.58,1,Regular,Físico,Tarjeta,Colección Primavera,Otoño,19,18,False,Europa
2024-08-11,Tokio Ginza,GG-SN932,Ball Star,Sneakers,1619.48,1001.84,617.64,2,Regular,Físico,Tarjeta,Colección Primavera,Otoño,7,5,True,Asia
2024-06-26,Madrid Serrano,GG-CH608,Denim Glow,Chaquetas,1230.73,733.49,497.24,2,VIP,Físico,Tarjeta,Edición Limitada,Otoño,8,6,True,Europa
2024-03-11,París Marais,GG-CH186,Bomber Star,Chaquetas,1505.47,616.78,888.69,2,Regular,Físico,Tarjeta,Navidad Exclusiva,Invierno,12,10,False,Europa
2024-05-23,GoldenGoose.com,GG-AC140,Gorra Logo,Accesorios,1219.3,630.54,588.76,5,Regular,Online,Tarjeta,Navidad Exclusiva,Primavera,33,28,False,Global
2024-06-10,NY Soho,GG-CH619,Denim Glow,Chaquetas,900.4,368.81,531.59,1,Turista,Físico,Tarjeta,Edición Limitada,Otoño,16,15,False,EE.UU.
2024-08-30,GoldenGoose.com,GG-BO658,Star Bag,Bolsos,450.48,243.42,207.06,1,VIP,Online,Tarjeta,Edición Limitada,Otoño,26,25,False,Global
2024-08-27,París Marais,GG-CH391,Bomber Star,Chaquetas,1622.62,702.12,920.5,0,Regular,Físico,Online,Colaboración GGxArt,Invierno,25,25,False,Europa
2024-05-15,Milán Centro,GG-CH854,Leather Biker,Chaquetas,1484.91,844.36,640.55,0,Regular,Físico,Tarjeta,Edición Limitada,Primavera,27,27,False,Europa
2024-11-10,Tokio Ginza,GG-CH182,Denim Glow,Chaquetas,1931.02,1125.26,805.76,0,Regular,Físico,Tarjeta,Navidad Exclusiva,Otoño,8,8,True,Asia
2024-11-30,Milán Centro,GG-CH860,Denim Glow,Chaquetas,1004.83,584.03,420.8,1,VIP,Físico,Online,Colaboración GGxArt,Primavera,16,15,False,Europa
2024-07-16,Tokio Ginza,GG-AC838,Bufanda Lux,Accesorios,1621.94,822.35,799.59,0,Regular,Físico,Online,Navidad Exclusiva,Otoño,24,24,False,Asia
2024-03-09,Tokio Ginza,GG-BO907,Mini Clutch,Bolsos,1898.28,1043.97,854.31,3,Turista,Físico,Tarjeta,,Primavera,33,30,False,Asia
2024-06-04,GoldenGoose.com,GG-AC438,Cinturón Star,Accesorios,1226.2,712.47,513.73,2,VIP,Online,Tarjeta,,Verano,9,7,True,Global
2024-07-20,Tokio Ginza,GG-CH179,Denim Glow,Chaquetas,1611.22,964.27,646.95,2,VIP,Físico,Online,Navidad Exclusiva,Verano,26,24,False,Asia
2024-12-08,GoldenGoose.com,GG-CH809,Denim Glow,Chaquetas,657.65,360.37,297.28,2,VIP,Online,Online,,Primavera,25,23,False,Global
2024-05-18,Madrid Serrano,GG-AC858,Gorra Logo,Accesorios,1283.46,582.96,700.5,3,VIP,Físico,Tarjeta,Colección Primavera,Invierno,12,9,True,Europa
2024-10-27,Madrid Serrano,GG-BO278,Tote GG,Bolsos,1410.25,734.15,676.1,0,Regular,Físico,Online,Colección Primavera,Primavera,11,11,False,Europa
2024-10-30,Madrid Serrano,GG-SN850,Running Sole,Sneakers,1810.37,1103.97,706.4,1,Turista,Físico,Tarjeta,Navidad Exclusiva,Verano,25,24,False,Europa
2024-11-20,NY Soho,GG-SN515,Stardan,Sneakers,1890.26,1106.65,783.61,2,Turista,Físico,Tarjeta,Edición Limitada,Otoño,9,7,True,EE.UU.
2024-02-02,París Marais,GG-SN339,Super-Star,Sneakers,637.03,333.21,303.82,1,Turista,Físico,Online,Colección Primavera,Primavera,29,28,False,Europa
2024-12-21,Madrid Serrano,GG-SN761,Running Sole,Sneakers,1224.34,680.15,544.19,4,VIP,Físico,Online,,Invierno,20,16,False,Europa
2024-10-29,NY Soho,GG-SN782,Ball Star,Sneakers,772.51,467.55,304.96,3,Regular,Físico,Tarjeta,Edición Limitada,Invierno,24,21,False,EE.UU.
2024-07-28,NY Soho,GG-AC449,Gorra Logo,Accesorios,1722.11,1033.97,688.14,1,Regular,Físico,Tarjeta,Edición Limitada,Otoño,27,26,False,EE.UU.
2024-08-15,GoldenGoose.com,GG-BO169,Tote GG,Bolsos,1651.18,939.44,711.74,3,VIP,Online,Tarjeta,,Verano,13,10,False,Global
2024-03-18,Milán Centro,GG-BO822,Tote GG,Bolsos,550.46,267.81,282.65,2,Turista,Físico,Tarjeta,Edición Limitada,Otoño,9,7,True,Europa
